Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534852,The Leather Man,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,111 Christopher Street,,Manhattan,10014,40.73326144,-74.00512374,,You can find free safer sex products inside a fishbowl of the bar/lounge. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,102,3,7300,1011147,1006190041,MN23
53534631,Exponents,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"2 Washington Street,4th Floor",,Manhattan,10004,40.70512937,-74.01558471,212-677-7999,You can find free safer sex products inside a fishbowl located in the reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,<a href=http://www.exponents.org/>Visit this organization's website</a>,101,1,1300,1087080,1000157501,MN25
53534737,"Metropolitan Church of New York Charities, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Community Center,446 West 36 Street,,Manhattan,10018,40.75550234,-73.99738674,,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,11100,1012876,1007330062,MN13
53534814,Rainbow Heights Club,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,25 Flatbush Avenue,,Brooklyn,11217,40.68795195,-73.98026904,,You can find free safer sex products inside a fishbowl located near the elevator of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,,,TRUE,FALSE,TRUE,,,302,35,3300,3059164,3021060024,BK68
53534641,Fort Washington Church,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,729 West 181 Street,,Manhattan,10033,40.85068417,-73.9374989,,You can find free safer sex products inside a fishbowl located in the office of the Faith Based Organization. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,FALSE,FALSE,FALSE,,,112,10,27300,1064384,1021800001,MN35
53534881,Westside Tavern,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,360 West 23 Street,,Manhattan,10011,40.74597256,-74.00013714,,You can find free safer sex products inside a dispenser located downstairs near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,9300,1013373,1007460074,MN13
53534738,Mickey Spillane's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,350 West 49 Street,,Manhattan,10019,40.76225385,-73.98800449,718-684-3843,"You can find free safer sex products inside a fishbowl located beside the bar, under coffee machine of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 2:00 AM,TRUE,FALSE,TRUE,,,104,3,12700,1025163,1010390061,MN15
53534751,Morningside Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,220 West 116 Street,,Manhattan,10026,40.80358649,-73.95343289,718-218-8787,You can find free safer sex products inside a dispenser located in the back of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 8:00 PM,11:00 AM - 7:30 PM,TRUE,FALSE,FALSE,,,110,9,21800,1055242,1018310043,MN11
53534866,Tropical 128,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,128 Elizabeth Street,,Manhattan,10013,40.71947725,-73.99540402,,You can find free safer sex products inside a fishbowl located in the middle of bar near the tree of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 2:00 AM,TRUE,TRUE,TRUE,,,102,1,4100,1006944,1004700050,MN24
53534637,Fina Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,503 West 181 Street,,Manhattan,10033,40.84823773,-73.9311541,,You can find free safer sex products inside a fishbowl located in the front of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,112,10,26900,1063700,1021550019,MN35
53534658,Harlem Nights Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,2361 Adam Clayton Powell Jr Boulevard,,Manhattan,0,0,0,,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,,,,,1,
53534690,J&M Barber shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,215 East 167 Street,,Bronx,10456,40.83392491,-73.91611409,,You can find free safer sex products inside a dispenser/fishbowl located in the back near the restroom of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,9:00 AM - 4:00 PM,TRUE,FALSE,FALSE,,,204,16,17901,2002688,2024530024,BX14
53534752,Morningside Medical Group,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,1302 Amsterdam Avenue,,Manhattan,10027,40.81209119,-73.95721288,212-924-3558,You can find free safer sex products inside a dispenser located in the waiting area of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 3:30 PM,9:00 AM - 3:30 PM,9:00 AM - 5:00 PM,9:00 AM - 2:00 PM,9:00 AM - 12:00 PM,,,TRUE,TRUE,TRUE,,,109,7,21100,1084110,1019780001,MN09
53534836,Super Laundry Center (Formerly Sheridan Laundry Center/169 Laundry),Free Safer Sex Products,Condoms and Lubricant,,Business,Laundromat,229 East 169 Street,,Bronx,10456,40.83585598,-73.91445289,,You can find free safer sex products inside a dispenser located in the back of the Laundromat. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,17902,2007963,2028300001,BX14
53534558,Bureau of General Services-Queer Division,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"208 West 13 Street,Suite 210",,Manhattan,10011,40.73802647,-74.00060262,(646) 457-0859,You can find free safer sex products inside a fishbowl located in the front of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,TRUE,FALSE,FALSE,,<a href=http://bgsqd.com/contac/>Visit this organization's website</a>,102,3,7700,1067571,1006170047,MN23
53534789,Outpost,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1014 Fulton Street,,Brooklyn,11238,40.68206744,-73.96021347,212-254-9920,You can find free safer sex products inside a dispenser located by the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,TRUE,FALSE,TRUE,,,302,36,22700,3057665,3020150026,BK69
53534521,Beauty Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,231 East 14 Street,,Manhattan,10003,40.73295059,-73.98636082,212-255-5082,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,106,2,4800,1019508,1008960015,MN21
53534861,Top Community Development Corporation,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,"1274 Utica Avenue,2nd floor",,Brooklyn,11203,40.64134745,-73.92928208,(718) 451-1020,"Please call us if you would like us to make you a package of free safer sex products. It will be ready when you arrive, so you would not have to wait. (718)-451-1020 -- look forward to serving you! <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,10:00 AM - 5:30 PM,10:00 AM - 5:30 PM,10:00 AM - 5:30 PM,10:00 AM - 5:30 PM,,,,TRUE,TRUE,TRUE,,,317,45,84000,3106175,3047800015,BK91
53534733,Medisys Hollis,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"188-03 Jamaica Avenue,first floor",,Queens,11423,40.71090373,-73.77056964,718-651-2797,You can find free safer sex products inside a dispenser located near front entrance of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,412,23,48000,4222077,4104430020,QN61
53534516,Bar Catalina (Formerly Chelsea Grill),Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,675 9 Avenue,,Manhattan,10036,40.76135105,-73.99050985,,You can find free safer sex products inside a fishbowl located by the bar of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,104,3,12700,1082497,1010560032,MN15
53534871,Unity Fellowship Church,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,521 West 126 Street,,Manhattan,10027,40.81484383,-73.95630431,,You can find free safer sex products inside a fishbowl located in the front near the door of the Faith Based Organization. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,2:00 PM - 4:00 PM,TRUE,TRUE,TRUE,,,109,7,21900,1084122,1019830011,MN06
53534678,Hostos Community College,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,475 Grand Concourse,,Bronx,10451,40.81794735,-73.92759797,212-774-3306,"You can find free safer sex products inside a dispenser located in the nurse's office, Room A334-C of the College/University. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,,201,17,6300,2001038,2023460029,BX63
53534589,Corona Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,94-14 37 Avenue,,Queens,11372,40.75093883,-73.87292628,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,TRUE,FALSE,FALSE,,,403,21,27300,4036536,4014820011,QN28
53534793,Pain Ink,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,89-45 Elmhurst Avenue,,Queens,11373,40.74772879,-73.8766678,646-476-9532,You can find free safer sex products inside a dispenser located in the front near the entrance of the Tattoo Parlor. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,12:30 PM - 9:30 PM,TRUE,FALSE,TRUE,,,404,21,27100,4311577,4015100016,QN29
53534810,Purple Passion,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,211 West 20 Street,,Manhattan,10011,40.74249217,-73.99763265,212-477-7747,You can find free safer sex products inside a fishbowl located in the front on left of the Sex Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,1:00 PM - 7:00 PM,TRUE,TRUE,TRUE,,,104,3,8700,1078584,1007700031,MN13
53534490,A & J Lingerie,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,"41 West 28 Street,n/a",,Manhattan,10001,40.74554662,-73.9893356,(212) 689-2415,One flight of stairs up! <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,12:00 PM - 6:00 PM,,TRUE,TRUE,TRUE,,,105,3,7600,1015721,1008300014,MN17
53534587,Conquete,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,255 West 23 Street,,Manhattan,10011,40.74474012,-73.99716341,469-733-5051,You can find free safer sex products inside a fishbowl located at desk of the Clothing Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,TRUE,FALSE,TRUE,,,104,3,9100,1084991,1007730012,MN13
53534548,BronxCare Dr. Martin Luther King Jr. Health Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"1265 Franklin Avenue,3rd Floor",,Bronx,10456,40.83101863,-73.9026969,718-503-7733,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 5:00 PM,8:30 AM - 7:00 PM,8:30 AM - 5:00 PM,8:00 AM - 7:00 PM,8:00 AM - 5:00 PM,9:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,203,16,14900,2004246,2026120007,BX35
53534858,The Woods,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,48 South 5 Street,,Brooklyn,11249,40.71230324,-73.96691904,,You can find free safer sex products inside a fishbowl located on the right side by the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,2:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,301,33,54900,,3,BK73
53534547,Broadway Lumber Supplies,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,"965 Broadway,N/A",,Brooklyn,11221,40.69664418,-73.93462902,(718)919-1021,"Having condoms on-hand is important, no matter who you are. However, it can be embarrassing to go to a local retailer and purchase this product. If you would rather grab your condoms discreetly and safely our store is stocked with a wide range of condom options, all manufactured by well-known name brands. Free of charge donated by the City of New York. This means that you and your partner can try more styles of condoms to find what works for you. We value your privacy. <br><br>These free safer s",1.90001E+13,1.90001E+13,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,9:00 AM - 6:00 PM,10:00 AM - 4:00 PM,TRUE,TRUE,TRUE,,,304,34,39300,3072650,3031930023,BK78
53534675,HIV Law Project_Brooklyn,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Legal Service,57 Willoughby Street,,Brooklyn,11201,40.69221002,-73.98666488,,You can find free safer sex products inside a fishbowl located by reception of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,FALSE,,,302,33,1100,3000338,3001470036,BK38
53534688,International House,Free Safer Sex Products,Condoms and Lubricant,,Education,Student Housing,"155 Claremont Avenue,South Building",,Manhattan,10027,40.8134595,-73.96122924,212-316-0723,You can find free safer sex products inside a dispenser located in the south building laundry room of the Laundromat. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,109,7,21100,1059870,1019940057,MN09
53534580,"Community Access, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,1750 Davidson Avenue,,Bronx,10453,40.84808834,-73.91320454,929-337-6476,You can find free safer sex products inside a dispenser located level sc in the lobby of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,205,14,21700,2115886,2028610067,BX36
53534639,Flaming Saddles,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,793 9 Avenue,,Manhattan,10019,40.76515777,-73.98773683,929-252-4617,You can find free safer sex products inside a fishbowl located behind bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026751,1010620035,MN15
53534743,Modern MD Urgent Care,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Other,"916 Flatbush Avenue,n/a",,Brooklyn,11226,40.64946984,-73.95849599,646-604-8140,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:30 AM - 6:30 PM,8:30 AM - 6:30 PM,TRUE,TRUE,TRUE,,,314,40,51002,3117160,3051020028,BK42
53534819,Ritmos 60,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,32-17 Steinway Street,,Queens,11103,40.75849876,-73.91936427,,You can find free safer sex products inside a dispenser located downstairs by the restrooms of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,401,26,15700,4011015,4006760040,QN70
53534535,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,You can find free safer sex products inside a dispenser/ fishbowls located all around the center of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,FALSE,,<a href=www.boriken.org>Visit this organization's website</a>,111,8,19400,1054630,1017880001,MN34
53534500,All Clean 24 h Laundry,Free Safer Sex Products,Condoms and Lubricant,,Business,Laundromat,2035 3 Avenue,,Manhattan,10029,40.79505067,-73.94211643,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Laundromat. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,111,8,18000,1052510,1016610048,MN34
53534870,Undergraduate Student Life (OSGA),Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,2920 Broadway,,Manhattan,10027,40.80683481,-73.96473702,,"You can find free safer sex products inside a dispenser/fishbowl located fishbowl on the reception counter, dispenser down the hallway of the College/University. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,FALSE,,<a href=https://www.cc-seas.columbia.edu/csa>Visit this organization's website</a>,109,7,20300,1082166,1018860001,MN09
53534554,Brownsville Multi-Service Family Health Center @  Ashford,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"650 Ashford Street,N/A",,Brooklyn,11207,40.66573539,-73.88304514,(718) 345-5000,"Beyond free safer sex products, BMS FAMILY HEALTH & WELLNESS CENTERSoffer a wide variety of services such as Primary Care, Dental GYN, Physical Therapy, Social Services, Podiatry and more. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,TRUE,TRUE,TRUE,,<a href=www.bmsfhc.wix.com/bms-family-health>Visit this organization's website</a>,305,42,112200,3096963,3043110007,BK85
